id,label,ctype,UNIDAD,TEMA,FUENTE
v9_m_0_57,muertos por tipo motocicleta,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_58,muertos por tipo peaton,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_59,muertos por tipo transporte de carga,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_6,recaudo de la contribucion valorizacion. por mes mayo,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_60,muertos por tipo transporte de pasajeros,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_61,muertos por tipo transporte particular,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_62,muertos por tipo sin info,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_63,muertos por tipo,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_64,infracciones registradas,Nu,#,movilidad,STTM
v9_m_0_65,infracciones canceladas,Nu,#,movilidad,STTM
v9_m_0_66,cursos viales aplicados,Nu,#,movilidad,STTM
v9_m_0_67,resoluciones por embriaguez aplicadas,Nu,#,movilidad,STTM
v9_m_0_68,"flota de buses del transporte publico colectivo retirado
",Nu,#,movilidad,STTM
v9_m_0_69,vehiculos requeridos,Nu,#,movilidad,METRO CALI
v9_m_0_7,recaudo de la contribucion valorizacion. por mes junio,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_70,vehiculos en circulacion,Nu,#,movilidad,METRO CALI
v9_m_071,parque automotor matriculado por tipo particular,Nu,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_0_71,vehiculos vinculados a la flota del mio,Nu,#,movilidad,METRO CALI
v9_m_072,parque automotor matriculado por tipo motos,Nu,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_0_72,numero de vehiculos vinculados a la flota del mio articulados,Nu,#,movilidad,METRO CALI
v9_m_073,parque automotor matriculado por tipo publico,Nu,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_0_73,numero de vehiculos vinculados a la flota del mio padron,Nu,#,movilidad,METRO CALI
v9_m_073_01,parque automotor matriculado por tipo oficial,Nu,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_0_74,numero de vehiculos vinculados a la flota del mio complementario,Nu,#,movilidad,METRO CALI
v9_m_0_75,rutas implementadas,Nu,#,movilidad,METRO CALI
v9_m_076,sistema de semaforizado intersecciones,Nu,#,movilidad,STTM
v9_m_0_76,rutas implementadas por tipo de ruta  troncal,Nu,#,movilidad,METRO CALI
v9_m_0_77,rutas implementadas por tipo de ruta  pretroncal,Nu,#,movilidad,METRO CALI
v9_m_0_78,rutas implementadas por tipo de ruta  complementario,Nu,#,movilidad,METRO CALI
v9_m_0_79,cobertura sitm mio,Nu,%,movilidad,METRO CALI
v9_m_0_8,recaudo de la contribucion valorizacion. por mes julio,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_80,ipk general promedio diciembre,Nu,#,movilidad,METRO CALI
v9_m_0_81,pasajeros movilizados por el sitm,Nu,#,movilidad,METRO CALI
v9_m_0_82,pasajeros movilizados por el sitm enero,Nu,#,movilidad,METRO CALI
v9_m_0_83,pasajeros movilizados por el sitm febrero,Nu,#,movilidad,METRO CALI
v9_m_0_84,pasajeros movilizados por el sitm marzo,Nu,#,movilidad,METRO CALI
v9_m_0_85,pasajeros movilizados por el sitm abri,Nu,#,movilidad,METRO CALI
v9_m_0_86,pasajeros movilizados por el sitm mayo,Nu,#,movilidad,METRO CALI
v9_m_0_87,pasajeros movilizados por el sitm junio,Nu,#,movilidad,METRO CALI
v9_m_0_88,pasajeros movilizados por el sitm julio,Nu,#,movilidad,METRO CALI
v9_m_0_89,pasajeros movilizados por el sitm agosto,Nu,#,movilidad,METRO CALI
v9_m_0_9,recaudo de la contribucion valorizacion. por mes agosto,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_90,pasajeros movilizados por el sitm septiembre,Nu,#,movilidad,METRO CALI
v9_m_0_91,pasajeros movilizados por el sitm octubre,Nu,#,movilidad,METRO CALI
v9_m_0_92,pasajeros movilizados por el sitm noviembre,Nu,#,movilidad,METRO CALI
v9_m_0_93,pasajeros movilizados por el sitm diciembre,Nu,#,movilidad,METRO CALI
v9_m_0_94,n° promedio de pasajeros diarios movilizados por tipo de ruta,Nu,#,movilidad,METRO CALI
v9_m_0_95,n° promedio de pasajeros diarios movilizados por tipo de ruta  troncal,Nu,#,movilidad,METRO CALI
v9_m_0_96,n° promedio de pasajeros diarios movilizados por tipo de ruta  pretroncal,Nu,#,movilidad,METRO CALI
v9_m_0_97,n° promedio de pasajeros diarios movilizados por tipo de ruta complemento,Nu,#,movilidad,METRO CALI
v9_m_0_98,pasajeros movilizados en promedio diario por el sitm,Nu,#,movilidad,METRO CALI
v9_m_0_99,ingresos recaudados por el sitm,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_129,muertes violentas,Nu,#,seguridad y convivencia,SGCS
