id,id_original,label,ctype,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección,Descripción del indicador,Observaciones
v7_v_063,07-v-063,Número de predios  rurales base catastral.,Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios rurales de la  base catastral en la ciudad.,0
v7_v_064,07-v-064,Predios clasificados como propiedad horizontal,Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios de la  base catastral en la ciudad clasificados como propiedad horizontal.,0
v7_v_065,07-v-065,Predios clasificados como NO propiedad horizontal,Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios de la  base catastral en la ciudad clasificados como NO propiedad horizontal.,0
v7_v_066,07-v-066,Area licenciada destino vivienda,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,Corresponde al area licenciada con destino vivienda.,0
v7_v_067,07-v-067,Area licenciada destino industria,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,Corresponde al area licenciada con destino industria.,0
v7_v_068,07-v-068,Area licenciada destino comercio,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,Corresponde al número total de unidades terminadas para vivienda,0
v7_v_069,07-v-069,Area licenciada otros destinos,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,"Oficina, Bodega, Hotel, Educación, Hospital, Admón. Pública, Religioso, Social, Otro no Residencial",0
v7_v_070,07-v-070,Número de viviendas nuevas,Nu,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Registro administrativo,Corresponde al número de viviendas nuevas terminadas y habilitadas,0
v7_v_012_1,07-v-012,Número de luminarias que prestan el Servicio de Alumbrado Públic,Nu,UAESP,Número,Luminarias,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,"Número de luminarias que prestan el Servicio de Alumbrado Público, las cuales corresponde a una cobertura del 100%",0
v7_v_013_1,07-v-013,Porcentaje de acceso a telefonia fija,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Numero de hogares con acceso al servicio de telefonia fija,0
v8_ma_009,08-ma-009,Porcentaje de MPA (material potencialmente aprovechable),Nu,UAESP,Porcentaje,Porción,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,Corresponde al porcentaje de material potencialmente reciclable sobre el total de residuos solidos,0
v8_ma_010,08-ma-010,Número de toneladas anuales de residuos sólidos reciclados,Nu,UAESP,Número,Toneladas,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,Corresponde al porcentaje de tonedalas anuales reportadas por localidad que fueron pesadas por los recicladores de oficio registrados en el RURO,0
v8_ma_011,08-ma-011,Porcentaje de toneladas anuales de residuos sólidos reciclados,Nu,UAESP,Porcentaje,Porción,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,Corresponde al porcentaje de tonedalas anuales reportadas por localidad que fueron pesadas por los recicladores de oficio registrados en el RURO,0
v8_ma_04,08-ma-04,Generación de residuos sólidos urbanos (Kg diarios por habitante),Nu,UAESP,Tasa,Kilogramos por habitante,8. Medio ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,"Corresponde al total de kg per cápita de residuos sólidos convencionales que se dispusieron en el relleno sanitario Doña Juana, sin incluir aquellos dispuestos por los municipios con los cuales se tiene convenio.",0
v8_ma_012,08-ma-012,Residuos sólidos dispuestos en rellenos sanitarios (Total toneladas),Nu,UAESP,Número,Toneladas,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,"Corresponde al total de residuos dispuestos en el relleno Doña Juana: residuos ordinarios (Bogotá, Caqueza, ubaque, Choachi, Gutierrez, Fosca, Chipaque, Une) y residuos hospitalarios tratados.",0
v8_ma_013,08-ma-013,Material recuperado en el Centro de Acopio Alquería. (Ton/año),Nu,UAESP,Número,Toneladas,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,UAESP,Registro administrativo,Corresponde al total de material recuperado en el Centro de Acopio Alquería. (Ton/año),0
v7_v_003,07-v-003,Tasa de cobertura del servicio de Acueducto,Nu,EAAB,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide los hogares con acceso al servicio legal de acueducto sobre el total hogares,0
v7_v_006,07-v-006,Tasa de cobertura alcantarillado sanitario,Nu,EAAB,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide los hogares con acceso al servicio legal de alcantarillado sobre el total hogares,0
v7_v_027_1,07-v-027,Tasa de cobertura alcantarillado pluvial,Nu,EAAB,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide los hogares con acceso al servicio legal de alcantarillado pluvial sobre el  total de hogares,0
v7_v_014_1,07-v-014,Número de suscriptores residenciales del servicio de acueducto,Nu,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el número de suscriptores residenciales del servicio de acueducto y alcantarillado,0
v7_v_015_1,07-v-015,Número de suscriptores residenciales del servicio de alcantarillado,Nu,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,NA,NA,0
v7_v_016_1,07-v-016,"Número de suscriptores (industrial, comercial, oficial, y otros) del servicio de acueducto",Nu,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,"Mide el número de suscriptores (industrial, comercial, oficial, y otros) del servicio de acueducto y alcantarillado",0
v7_v_017_1,07-v-017,"Número de suscriptores (industrial, comercial, oficial, y otros) del servicio de alcantarillado sanitario",Nu,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,NA,NA,0
v8_ma_014,08-ma-014,Indice de riesgo de la calidad del agua para consumo humano IRCA,Nu,EAAB,Porcentaje,Porción,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,"Es el grado de riesgo de ocurrencia de enfermedades relacionadas con el no cumplimiento de las características físicas, químicas y microbiológicas del agua para consumo humano. La Empresa de Acueducto, Alcantarillado y Aseo de Bogotá EAB-ESP tiene en cuenta los análisis realizados a las muestra recolectadas durante un mes en los puntos de muestreo concertados con la Secretaría Distrital de Salud, los cuales se consideran oficiales y representativos para realizar el control y la vigilancia de la calidad del agua que se suministra a la población.",0
v7_v_018_1,07-v-018,Número de suscriptores beneficiados por la tarifa del mínimo vital,Nu,EAAB,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,NA,0
v8_ma_015,08-ma-015,Índice de calidad del agua,Nu,EAAB,Número,Indice de 0 a 100,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,Mide la calidad del agua en función de ofrecer todas las condiciones sanitarias para el consumo humano.,0
v8_ma_041,08-ma-041,Porcentaje de aguas residuales que reciben tratamiento de acuerdo a normas nacionales,Nu,EAAB,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro Administrativo,Volumen de aguas residuales tanto industriales como domésticas que son tratadas por el Distrito en la Planta de Tratamiento de Aguas Residuales El Salitre.,0
v8_ma_016,08-ma-016,Consumo promedio de agua metros cúbicos al día ESTRATO 1,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 1 (RESIDENCIAL),0
v8_ma_017,08-ma-017,Consumo promedio de agua metros cúbicos al día ESTRATO 2,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 2 (RESIDENCIAL),0
v8_ma_018,08-ma-018,Consumo promedio de agua metros cúbicos al día ESTRATO 3,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 3 (RESIDENCIAL),0
v8_ma_019,08-ma-019,Consumo promedio de agua metros cúbicos al día ESTRATO 4,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al día ESTRATO 4 (RESIDENCIAL),0
v8_ma_020,08-ma-020,Consumo promedio de agua metros cúbicos al día ESTRATO 5,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumopromedio de agua metros cúbicos al día ESTRATO 5 (RESIDENCIAL),0
v8_ma_021,08-ma-021,Consumo promedio de agua metros cúbicos al día ESTRATO 6,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumopromedio de agua metros cúbicos al día ESTRATO 6 (RESIDENCIAL),0
v8_ma_022,08-ma-022,Consumo promedio de agua anual en metros cúbicos (residencial y no residencial),Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua anual en metros cúbicos (residencial y no residencial),0
v8_ma_02,08-ma-02,Consumo anual de agua por habitante,Nu,EAAB,Número,Metros cúbicos,8. Medio ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,El consumo per cápita se determina mediante la relación del volumen facturado año en Bogotá y la población proyectada por la Secretaría de Planeación Distrital a junio de cada año excluyendo la Localidad de Sumapaz,0
v8_ma_023,08-ma-023,Consumo promedio de agua metros cúbicos al año residencial,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al año,0
v8_ma_024,08-ma-024,Consumo promedio de agua metros cúbicos al año no residencial,Nu,EAAB,Número,Metros cúbicos,8. Medio Ambiente,Hábitat Urbano,8. Servicios públicos,EAAB,Registro administrativo,Mide el consumo promedio de agua metros cúbicos al año,0
v7_v_019_1,07-v-019,Tasa de cobertura energía eléctrica,Nu,SDHT,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,Secretaría Distrital del Hábitat,Registro administrativo,Mide los hogares con acceso al servicio legal de electricidad sobre el total hogares,0
v7_v_020_1,07-v-020,Tasa de cobertura gas natural (multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de gas natural sobre el total hogares,0
v7_v_021_1,07-v-021,Tasa de cobertura gas natural,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de gas natural sobre el total hogares,0
v7_v_022_1,07-v-022,Tasa de cobertura de recolección de basuras,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Tasa de suscriptores residentes por localidad,0
v7_v_023,07-v-023,Porcentaje de hogares con conexión a Internet,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Espresa el porcentaje de hogares con conexión a internet en la ciudad.,0
v7_v_024_1,07-v-024,Porcentaje de hogares con conexión a Internet (multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Espresa el porcentaje de hogares con conexión a internet en la ciudad.,0
v7_v_025_1,07-v-025,Número de suscriptores del servicio de internet dedicado (IV Trim),Nu,DANE,Número,Suscriptores,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,MINTIC-SIUST,Registro Administrativo,Es el número de suscriptores del servicio de internet dedicado (IV Trim),0
v7_v_026_1,07-v-026,Tasa de cobertura telefonía fija (multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,8. Servicios públicos,DANE,Encuesta,Mide los hogares con acceso al servicio legal de  telefonía fija sobre el  total hogares,0
v0_ep_003,10-ep-003,Numero de metros cuadrados de espacio público recuperados,Nu,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Sumatoria de metros cuadrados de espacio publico recuperados en el periodo  a través de procesos de restitución voluntaria y recuperación por hechos notorios.,0
v0_ep_004,10-ep-004,Número de metros cuadrados de espacio público restituidos voluntariamente,Nu,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"Entrega voluntaria de espacio público invadido, mediante iniciativa propia y auto-convencimiento",0
v0_ep_005,10-ep-005,Número de metros cuadrados de espacio público restituidos por hechos notorios,Nu,DADEP,Número,Metros cuadrados,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Metros cuadrados de espacio público recuperados mediante operativos de hechos notorios,0
v0_ep_001,10-ep-001,"Metros cuadrados de espacio público efectivo por habitante(parques, plazas, plazoletas, zonas verdes)",Nu,DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"espacio público de carácter permanente conformado por zonas verdes, parques, plazas, plazoletas. Documento Conpes 3718- 2012, está compuesto por parques ecológicos distritales, Parques especiales de protección por riesgo, Parques Urbanos, Zonas de manejo y  preservación ambiental, áreas de control ambiental y de los perfiles viales adecuadas de manera permanente para actividades recreativas peatonales, Alamedas, Plazas y Plazoletas de uso público. (POT-2013)",0
v0_ep_006,10-ep-006,Espacio público verde por habitante,Nu,DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,"permite medir la cantidad de espacio público verde orientado a satisfacer las necesidades de recreación, permanencia al aire libre y de encuentro, constituido además por las áreas para la conservación y preservación de los sistemas orográfic os e hídricos, los parques y las zonas verdes.",0
v0_ep_007,10-ep-007,Promedio de espacio público peatonal por habitante,Nu,DADEP,Tasa,Metros cuadrados por habitante,10. Espacio público,Hábitat Urbano,9. Espacio público,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Expresa el espacio público peatonal por habitante,0
v8_ma_025,08-ma-025,Índice de calidad hídrica en el Río Torca TRAMO 1,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Canal El Cedro, longitud 5.96 km",0
v8_ma_026,08-ma-026,Índice de calidad hídrica en el Río Torca TRAMO 2,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 2: Makro 193, longitud 7.10 km",0
v8_ma_027,08-ma-027,Índice de calidad hídrica en el Río Fucha TRAMO 1,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 1: El Delirio, longitud 1.98 km",0
v8_ma_028,08-ma-028,Índice de calidad hídrica en el Río Fucha TRAMO 2,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 2: Carrera 7 Río Fucha,longitud 7.56 km",0
v8_ma_029,08-ma-029,Índice de calidad hídrica en el Río Fucha TRAMO 3,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 3 Fucha Av de las Americas, longitud 2.74 km",0
v8_ma_030,08-ma-030,Índice de calidad hídrica en el Río Fucha TRAMO 4,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre). Nota: Tramo 4 Visión Colombia Zona Franca Fucha Alameda, longitud 5.03 km",0
v8_ma_031,08-ma-031,Índice de calidad hídrica en el Río Tunjuelo TRAMO 1,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Regadera, longitud 1.46 km",0
v8_ma_032,08-ma-032,Índice de calidad hídrica en el Río Tunjuelo TRAMO 2,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 2: Yomasa Doña Juana, longitud 4.10 km",0
v8_ma_033,08-ma-033,Índice de calidad hídrica en el Río Tunjuelo TRAMO 3,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 3: Doña Juana Barrio Mexico San Benito Makro Autopista Sur, longitud 14.16 km",0
v8_ma_034,08-ma-034,Índice de calidad hídrica en el Río Tunjuelo TRAMO 4,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 4. Makro Autopista Sur Transversal 86 Puente la Independencia, longitud 14.39 km",0
v8_ma_035,08-ma-035,Índice de calidad hídrica en el Río Salitre TRAMO 1,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 1: Parque Nacional, longitud 1.31 km",0
v8_ma_036,08-ma-036,Índice de calidad hídrica en el Río Salitre TRAMO 2,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 2: Arzobispo Carrera 7 Carrera 30 Calle 53, longitud 2.31 km",0
v8_ma_037,08-ma-037,Índice de calidad hídrica en el Río Salitre TRAMO 3,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 3: Carrera 30 Calle 53 Carrefour Av 68, longitud 2.70 km",0
v8_ma_038,08-ma-038,Índice de calidad hídrica en el Río Salitre TRAMO 4,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,"El índice permite evaluar la calidad hídrica de las corrientes de agua que atraviesan la ciudad por categorías en una escala de 0 a 100, agrupadas así: entre 95 y 100 (excelente), 80 y 94 (buena), 65 y 79 (aceptable), 45 y 64 (marginal), 0 y 44 (pobre) Nota: Tramo 4 Carrefour Av 68 Transversal 91 Planta Salitre Salitre Alameda, longitud 13.45 km",0
v8_ma_039,08-ma-039,Nivel de contaminación hídrica SST transportados al Río Bogotá medidos en toneladas,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Corresponde a la cantidad de material (sólidos) que es retenido después de realizar la filtración de un volumen de agua en el río Bogotá.,0
v8_ma_040,08-ma-040,Nivel de contaminación hídrica  DBO5 transportados el Río de Bogotá medidos en toneladas,Nu,Secretaría de Ambiente,Número,índice de 0 a 100,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide la carga contaminante de materia orgánica DBO5  (Cantidad de oxigeno necesaria para descomponer biológicamente la materia orgánica carbonácea) en el agua.,0
v8_ma_03,08-ma-03,Porcentaje de aguas residuales que reciben tratamiento de acuerdo a normas nacionales,Nu,EAAB,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,EAAB,Registro Administrativo,"Nota: En la Planta de Tratamiento de Aguas Residuales El Salitre (PTAR El Salitre) se trata en promedio un caudal aproximado de 4.0 m3/s, por lo tanto, el agua tratada corresponde a cerca del 24% de un total de 16.7m3/s de caudal promedio de aguas residuales generados por la ciudad en tiempo seco.",0
v0_ep_008,10-ep-008,Área verde por habitante,Nu,DADEP,Tasa,Metros cuadrados por habitante,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Departamento Administrativo de la Defensoría del Espacio Público DADEP,Registro Administrativo,Mide el área verde en metros cuadrados por habitante,0
v8_ma_042,08-ma-042,Número de Árboles por cada 100.000 Habitantes,Nu,Jardín Botánico de Bogotá José Celestino Mutis,Tasa,Por cada 1.000 Habitantes,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Jardín Botánico de Bogotá José Celestino Mutis,Registro Administrativo,Mide el árboles existentes en espacio público de uso público + árboles plantados - árboles talados *100 habitantes,0
v8_ma_043,08-ma-043,"Número de Km. de ríos urbanos con índice de calidad hídrica en nivel de aceptable o superior  (ríos Torca, Salitre, Fucha y Tunjuelo)",Nu,Secretaría de Ambiente,Número,Kilómetros,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide los kilomentros de ríos urbanos con índice de calidad hídrica en nivel de aceptable o superior,0
v8_ma_05,08-ma-05,Concentración de partículas PM 10,Nu,Secretaría de Ambiente,Número,Partículas promedio por año,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el nivel de material particulado de 10 micras presente en un área especifica de la ciudad en un momento determinado.,0
v8_ma_044,08-ma-044,Nivel de concentración media anual de partículas de polvo en 2.5 (PM2.5),Nu,Secretaría de Ambiente,Número,Partículas promedio por año,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el nivel de material particulado de 2.5 micras presente en un área especifica de la ciudad en un momento determinado.,0
v8_ma_045,08-ma-045,Número de registros legalizados de publicidad exterior visual.,Nu,Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Sumatoria de actos administrativos de registro de publicidad exterior visual en el área urbana de Bogotá,0
v8_ma_046,08-ma-046,Contaminación Visual (Elementos de publicidad exterior visual desmontada anualmente),Nu,Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada,0
v8_ma_047,08-ma-047,Area de metros cuadrados de elementos de publicidad exterior desmontados,Nu,Secretaría de Ambiente,Número,Metros cuadrados por habitante,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada medida en metros cuadrados,0
v8_ma_048,08-ma-048,Contaminación  Sonora (Industrial),Nu,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector industrial,0
